Claim,Evidence,label
We should banish/ban targeted killing,"The leaders of SUC condemned the continued, targeted killings of Shias.",1
We should ostracise/ban trans fats usage in food,"Partially hydrogenated vegetable oils have been an increasingly significant part of the human diet for about 100 years (in particular, since the later half of the 20th century and where more processed foods are consumed),[REF] and some deleterious effects of trans fat consumption are scientifically accepted, forming the basis of the health guidelines discussed above.",1
We should ostracize/ban beauty contests,"When the parents embrace a positive attitude, the children will follow. In these cases, pageants can teach children how to be gracious winners and good losers.",1
We should take/adopt socialism,"Gladden did not support socialism or laissez faire economics, advocating instead the application of ""Christian law"" to issues ",1
We should blackball/ban alcoholic beverages,"Moderate alcohol consumption is associated with higher [[bone mineral density]] in postmenopausal women. ""..Alcohol consumption significantly decreased the likelihood [of [[osteoporosis]]].""[REF] ""Moderate alcohol intake was associated with higher BMD in postmenopausal elderly women.""[REF] ""Social drinking is associated with higher bone mineral density in men and women [over 45].""[REF",1
We should subsidise/subsidize embryonic stem cell research,The embryonic stem cells were shown to have a better survival rate in the tendon as well as better migrating capabilities to reach all areas of damaged tendon.,1
We should decriminalize/legalize prostitution,"Supporters of the pledge requirement argued that prostitution is inherently harmful and needs to be abolished, rejected harm reduction approaches,[REF] and held that legalized prostitution increases demand for sex trafficking [REF].",1
We should subsidise/subsidize condoms,The effect of condoms on HPV transmission may also be gender-dependent; there is some evidence that condoms are more effective at preventing infection of males than of females [REF].,1
We should abolish zoos,"Zoos therefore ensure that positive educational messages are not compromised or confused by poor conditions or poor husbandry and that the animals are exhibited in the best conditions possible, in enclosures that enable them to live as naturally as possible and to exhibit natural behaviour as far as possible.",1
to insure/ensure that minority groups within a society are included in all programs,"Republic of Macedonia. Minorities, most notably Albanians, are allocated quotas for access to state universities, as well as in civil public services",1
We should further work/exploit green technology,"Solar car races are held on a regular basis in order to promote green vehicles and other ""green technology"".",1
The detached/free market should be protected,"Instead, they may find themselves at the mercy of a government veering from whim to whim as it reads the mood of a volatile public .. In saving the remnants of failed companies from free-market failures, Washington may be sacrificing the public's confidence that the government can ensure that free markets are reasonably fair and impartial.",1
We should further overwork/exploit hydroelectric dams,"In 1992, the Central Electricity Authority (CEA) of India rejected a proposal of Kerala State Electricity Board (KSEB) to renovate the three hydro-electric power projects at Pallivasal, Sengulam and Panniar instead the CEA recommended a capacity upgradation of the generators in these three power projects, after they found that these projects are in good condition [REF].",1
We should decriminalise/legalize same sex marriage,"Anglican dean of Brisbane Peter Catt states that same-sex marriage is needed for ""human flourishing and good order in society"" [REF].",1
We should press/fight global warming,"Gallup's annual update on Americans' attitudes toward the environment shows a public that over the last two years has become less worried about the threat of global warming, less convinced that its effects are already happening, and more likely to believe that scientist themselves are uncertain about it occurrence.",1
We should not subsidise/subsidize cultivation of tobacco,"In order to counter concerns that international tobacco control legislation would unduly harm economies of which tobacco farming, manufacturing, and sale were an important part, the WHO cited a landmark World Bank publication entitled Curbing the Epidemic: Governments and the Economics of Tobacco Control (CTE), which asserted that tobacco control would not harm economies, other than a select few agrarian countries that were unusually dependent on tobacco production. Mamudu, Hammond, and Glantz reveal that ""as a financial institution with substantial influence in developing countries, the Bank's publication of CTE threatened to undermine the tobacco companies' economic arguments"" about the harmful effects of tobacco control [REF].",1
Racial stratification continues to occur,"Thirty years after the civil rights era, the United States remains a residentially segregated society in which Blacks and Whites inhabit different neighborhoods of vastly different quality [REF",1
We should legitimate/legalize prostitution,"by legal brothels because of underlying problems (e.g., drug abuse); legalizing prostitution makes it more socially acceptable to buy sex, creating a huge demand for prostitutes (both by local men and by foreigners engaging in sex tourism) and, as a result, human trafficking and underage prostitution increase in order to satisfy this demand [REF].",1
money goes directly towards stimulating the economy,"In a study by Grinols, it was found that in the US, even though a state may not want to support a gambling institution, it would be economically beneficial for them to do so",1
We should offset/cancel the Social Security tax,Empirical evidence suggests that taxes and transfers considerably reduce poverty in most countries whose welfare states commonly constitute at least a fifth of GDP,1
We should subsidise/subsidize public transportation,The system is expected to encourage visitors and residents to use public transport to reduce major traffic congestion and pollution problems.,1
Tauromachy/Bullfighting should be banned,"Regan believes we ought to treat nonhuman animals as we would humans. He applies the strict Kantian ideal (which Kant himself applied only to humans) that they ought never to be sacrificed as a means to an end, and must be treated as ends in themselves",1
We should censor/ban racial profiling,"In the case of the 1992 riots, 30 years of black people trying to talk about their struggles of racial profiling and muted, but still vastly unfair, treatment, came to a boil. Sometimes, enough is simply too much. And after that catalyst event, the landscape of southern California changed, and nationally, police forces took note.""",1
We should banish/ban breast implants,Investigators interviewed Mas on 18 and 19 November 2010 after the French health authority AFSSAPS discovered the PIP breast implants did not conform to regulations.,1
Forcible/Physical exercise is important for maintaining physical fitness,"the link between physical health and exercise (or lack of it) was only discovered in 1949 and reported in 1953 by a team led by Jerry Morris [REF]. Dr. Morris noted that men of similar social class and occupation (bus conductors versus bus drivers) had markedly different rates of heart attacks, depending on the level of exercise they got: bus drivers had a sedentary occupation and a higher incidence of heart disease, while bus conductors were forced to move continually and had a lower incidence of heart disease [REF]. This link had not previously been noted and was later confirmed by other researchers",1
We should subsidise/subsidize biofuels,"Before 2008, several full life cycle (""Well to Wheels"" or WTW) studies had found that corn ethanol reduced transport-related greenhouse gas emissions",1
Approving/Affirmative action is intended to promote  equal opportunity,"The UK Civil Service also discriminates in favour of ethnic minorities and people from low-income households, in that it runs a summer intership programme that only BME Britons may apply for",1
The vow of celibacy should be abandoned,"Of all the Gregorian Reforms which were embodied by Lateran I, celibacy of the clergy was the most successful.",1
Surrogacy should be banned,Commercial surrogacy is criminal under the Human Reproductive Technology Ordinance 2000.,1
We should abolish the three-strikes laws,"Ewing v. California, [REF], is one of two cases upholding a sentence imposed under California's three strikes law against a challenge that it constituted cruel and unusual punishment in violation of the Eighth Amendment",1
We should further work/exploit unconventional oil,"In May 2013 the International Energy Agency in its Medium-Term Oil Market Report (MTOMR) said that the North American oil production surge led by unconventional oils - US light tight oil (LTO) and Canadian oil sands - had produced a global supply shock that would reshape the way oil is transported, stored, refined and marketed [REF].",1
We should terminate/end progressive taxation,"Tax law professor Thomas D. Griffith, summarizing research on human happiness, has argued that because inequality in a society significantly reduces happiness, a progressive tax structure which redistributes income would increase welfare and happiness in a society [REF].",1
video game content was a form of freedom of expression,court holdings have tended to protect video game manufacturers' products as examples of free speech and free expression,1
We should legalise/legalize ivory trade,"Although many ivory traders repeatedly claimed that the problem was habitat loss, it became glaringly clear that the threat was primarily the international ivory trade [REF].",1
We should censor/ban cosmetic surgery,"The long-term study of 25,000 women, Mortality among Canadian Women with Cosmetic Breast Implants (2006), reported that the ""findings suggest that breast implants do not directly increase mortality in women.""[REF] .",1
We should ostracize/ban abortions,"Reardon has been described in the Boston Globe as someone who ""wants Congress to impose strict barriers to abortion.""",1
We should struggle/fight global warming,Higher magnitudes of global warming will generally increase the risk of negative impacts [REF].,1
We should ostracize/ban alcoholic beverages,Another study has shown that alcohol use is a significant predisposing factor towards antisocial behavior in children [REF,1
We should scrub/cancel the Social Security tax,"A liberal think tank, The Center for Economic and Policy Research, says that ""Social Security is more financially sound today than it has been throughout most of its 69-year history",1
We should decriminalise/legalize the growing of coca leaf,Coca is used industrially in the cosmetics and food industries.,1
We should banish/ban abortions,"With R v. Morgentaler, the Supreme Court of Canada removed abortion from the Criminal Code. Relying on the security of person clause of the Canadian Charter of Rights and Freedoms, the court determined that, while the state has an interest in protecting the fetus ""at some point"", this interest cannot override that of the pregnant woman because: ""the right to security of the person of a pregnant woman was infringed more than was required to achieve the objective of protecting the fetus, and the means were not reasonable",1
We should subsidise/subsidize biofuels,Several studies have also shown that São Paulo has benefit with significantly less air pollution thanks to ethanol's cleaner emissions [REF,1
We should protect endangered species,"The pointed omission of the type of qualified language previously included in endangered species legislation reveals a conscious congressional design to give endangered species priority over the ""primary missions"" of federal agencies.",1
We should decriminalise/legalize cannabis,"Some argued that legalization of marijuana could reduce drug-related violence, based on a study conducted by the International Centre for Science in Drug Policy. This study found that drug law enforcement contributes to increased levels of drug-related violence and suggests that ""alternative models for drug control"" may be necessary [REF",1
We should further work/exploit unconventional oil,In the same book he predicted the development of unconventional oil and gas resources thanks to the advent of new technologies - including hydraulic fracturing.,1
We should defend/fight global warming,"The goal of the game creators, Stephen Pacala and Robert H. Socolow, is to demonstrate through this game that global warming is a problem which can be solved by implementing today's technologies to reduce emissions [REF].",1
We should subsidise/subsidize biofuels,"The RFA promotes the supply of sustainable biofuels, and more than just an administrator, its work helps to drive forward the biofuel sustainability agenda.",1
We should decriminalize/legalize doping in sport,"A 2005 review in CNS Drugs determined that ""significant psychiatric symptoms including aggression and violence, mania, and less frequently psychosis and suicide have been associated with steroid abuse",1
We should not subsidise/subsidize cultivation of tobacco,"The National Institutes of Health, through the National Cancer Institute, determined in 1998 that ""cigar smoking causes a variety of cancers including cancers of the oral cavity (lip, tongue, mouth, throat), esophagus, larynx, and lung.""[REF",1
We should ostracize/ban gambling,"On the issue of a proposed raffle at Temple Neve Shalom in Metuchen, Hershel issued the following list of objections: ""Gambling is morally objectionable because it encourages the unworthy desire of obtaining something without earning or paying fair value for it.",1
We should abolish capital punishment,"The rabbis were aware of this, and they declared openly that they found capital punishment repugnant to them.. There is another reason which argues for the abolition of capital punishment.",1
We should subsidise/subsidize higher education,In 1985 the commitment to modernization was reinforced by plans for nine-year compulsory education and for providing good quality higher education.,1
Single-sex schools should be banned,"The quantitative data itself ""finds positive results are three to four times more likely to be found for single sex schools than for coeducational schools in the same study for both academic achievement and socio-emotional development,"" said Cornelius Riordan, one of the directors of the research [REF].",1
We should increase gun control,some policy analysts argue that the specific gun control measures proposed in the Columbine aftermath are largely irrelevant [REF].,1
We should legitimise/legalize organ trade,"Even in Spain, which has the highest organ donation rate in the world, there are only 35.1 actual donors per million people, and there are hundreds of patients on the waiting list [REF",1
We should legalise/legalize doping in sport,"Although the extremely dangerous side-effects are admitted, they are statistically no more likely to occur than side-effects from the birth control pill. If, that is, programmes are constantly medically monitored as to dosage [REF",1
We should legitimize/legalize polygamy,"Mormon apologists dispute that there was a shortage of women, and advocate that polygamy was used at least in part to care for women who did not have husbands or were widows.",1
We should trammel/limit the use of birth control,The encyclical reiterated the established Catholic teaching that artificial contraception distorts the nature and purpose of sex [REF].,1
We should defend/fight for Palestinian independence,"Following another round of violence in the Palestinian territories, in June 2002 Bush expressed support for a Palestinian state following a process of negotiations [REF].",1
Economic inequality is thought to reduce distributive efficiency within society,"Economist Arthur Cecil Pigou discussed the impact of inequality in The Economics of Welfare. He wrote: Nevertheless, it is evident that any transference of income from a relatively rich man to a relatively poor man of similar temperament, since it enables more intense wants, to be satisfied at the expense of less intense wants, must increase the aggregate sum of satisfaction. The old ""law of diminishing utility"" thus leads securely to the proposition: Any cause which increases the absolute share of real income in the hands of the poor, provided that it does not lead to a contraction in the size of the national dividend from any point of view, will, in general, increase economic welfare",1
We should innovate/introduce school vouchers,"During the campaign, he called for the introduction of a graduated income tax for the state, supported the implementation of a statewide single-payer health care program, stressed his pro-choice position on abortion and opposition to school vouchers, and distinguished himself as the only candidate supporting the legalization of same-sex marriage [REF].",1
We should blackball/ban alternative medicine,"In April 2008, The Times published a letter from Edzard Ernst, Professor of Complementary Medicine at the University of Exeter, which asked the Prince's Foundation to recall two guides promoting alternative medicine, saying ""the majority of alternative therapies appear to be clinically ineffective, and many are downright dangerous.""",1
We should finish/end daylight saving times,A 1999 study estimated that DST increases the revenue of the European Union's leisure sector by about 3% [REF].,1
We should abolish intellectual property rights,"Various moral justifications for private property can be used to argue in favor of the morality of intellectual property, such as: .",1
We should further overwork/exploit nuclear power,A 2011 poll suggests that scepticism over nuclear power is growing in Sweden following Japan's nuclear crisis.,1
We should further overwork/exploit nuclear power,"Moreover, says the report, it is clear that nuclear power development cannot keep up with the pace of renewable energy commercialization [REF].",1
We should terminate/end progressive taxation,"Stephens also strongly supported progressive taxation, arguing to increase the taxation of wealthy corporations in proportion to their real value, in order that to reduce the burden on farmers and small property holders.",1
We should censor/ban abortions,"In April 2008, after newspapers had published photographs of former Mayor of New York Rudolph Giuliani receiving Communion at a Mass in St. Patrick's Cathedral offered by Pope Benedict XVI, Egan issued a public statement: The Catholic Church clearly teaches that abortion is a grave offense against the will of God.",1
We should blackball/ban homeopathy,"The relative success of homeopathy in the 19th century may have led to the abandonment of the ineffective and harmful treatments of bloodletting and purging and to have begun the move towards more effective, science-based medicine [REF].",1
"drug testing can be wildly inconsistent and, in some instances, has gone unenforced",Professor Donald A. Berry has argued that the closed systems used by anti-doping agencies do not allow scientific (statistical) validation of the tests [REF]. This argument was seconded by an accompanying editorial in the magazine Nature (7 August 2008) [REF,1
We should subsidise/subsidize biofuels,"Crops like Jatropha, used for biodiesel, can thrive on marginal agricultural land where many trees and crops won't grow, or would produce only slow growth yields [REF]. Jatropha cultivation provides benefits for local communities: Cultivation and fruit picking by hand is labour-intensive and needs around one person per hectare. In parts of rural India and Africa this provides much-needed jobs - about 200,000 people worldwide now find employment through jatropha. Moreover, villagers often find that they can grow other crops in the shade of the trees. Their communities will avoid importing expensive diesel and there will be some for export too [REF",1
We should assume/adopt a zero-tolerance policy in schools,James C. Howell et al. argue that zero tolerance policies overwhelm the juvenile justice system with low risk offenders and should be eliminated.,1
package/boxing commissions and other sanctioning bodies were established to regulate the sport,"In 1997, the American Association of Professional Ringside Physicians was established to create medical protocols through research and education to prevent injuries in boxing [REF",1
Harmonium/Organ donation should be mandatory,"Participants stressed a message that ""organ donation is saving lives without any conditions"" and called the report black propaganda against Israel [REF].",1
Single-sex schools should be banned,"Halpern has also written in opposition of single-sex schooling, noting that it ""lacks scientific support and may exaggerate sexism and gender stereotyping.""[REF] .",1
unproven religious propositions deserve as much disbelief as all other unproven propositions,"A. J. Ayer asserted the unverifiability and meaninglessness of religious statements, citing his adherence to the empirical sciences",1
We should not subsidise/subsidize cultivation of tobacco,smokers are only half as likely as non-smokers to survive to the age of 80 [REF,1
We should ostracize/ban alcoholic beverages,"A study concluded, ""Results from our prospective cohort study of middle-aged and elderly women indicate that moderate alcohol consumption may be associated with decreased risk of RCC.""[REF",1
We should produce/raise the retirement age,The IMF recommendations included raising the retirement age commensurate with life expectancy [REF].,1
We should subsidise/subsidize recycling,"Through GNEP, the United States will work with other nations possessing advanced nuclear technologies to develop new proliferation-resistant recycling technologies in order to produce more energy, reduce waste and minimize proliferation concerns.",1
We should finish/end daylight saving times,Since 2009 Western Australia no longer observes daylight saving [REF].,1
We should legalise/legalize prostitution,"After a nationwide crusade led by Josephine Butler and the Ladies National Association for the Repeal of the Contagious Diseases Acts, Parliament repealed the acts and ended legalised prostitution.",1
We should abolish personality tests,Research has suggested that some methodologies in administering personality tests are inadequate in length and provide insufficient detail to truly evaluate personality.,1
We should further work/exploit green technology,"Stabilizing the world's climate will require high-income countries to reduce their emissions by 60-90% over 2006 levels by 2050 which should hold CO2 levels at 450-650 ppm from current levels of about 380 ppm. Above this level, temperatures could rise by more than 2 °C to produce ""catastrophic"" climate change [REF",1
We should press/fight illegal immigration,"In a CBS News/New York Times poll, 69% of Americans favor prosecuting and deporting illegal immigrants; 33% favor deporting those who have lived and worked in the U.S. for at least two years [REF].",1
the bulk/majority of the states run some type of lottery to raise funds for state operations,"In 1977, New Jersey legalized gambling in Atlantic City. The city rapidly grew into a significant tourist destination, revitalizing what was previously largely a run-down slum community. In 1979, the Seminole tribe opened the first reservation-based commercial gambling beginning a trend that would be followed by other reservations [REF]. Gradually, lotteries and some types of parimutuel betting were legalized in other areas of the country",1
We should subsidise/subsidize biofuels,"In summary, biofuels help to reduce dependency on fossil fuels, reduce green house gas emissions, and boost local economic development.",1
We should increase gun control,"In a 1995 interview, John Trochmann stated, ""Gun control is people control,"" and MOM claimed to have more than 12,000 members trained in guerilla warfare, survivalist techniques, and other unconventional tactics in preparation for withstanding the perceived federal government onslaught to seize their weapons presaged by the Waco Siege [REF].",1
We should abolish zoos,"The zoo plays a part in conservation (mainly of New Zealand species), research and education.",1
societal/social and political issues surrounding the issue of immigration,"There were echoes of the public outcry which had brought about the 1905 Act and the political arguments, in public at least, similarly attempted to focus on the economic control of migrant labour and attempted to skirt around the underlying racial prejudices that were voiced by their constituents",1
We should increase internet censorship,"The Hacktivismo Declaration recognises ""the importance to fight against human rights abuses with respect to reasonable access to information on the Internet"" and calls upon the hacker community to ""study ways and means of circumventing state sponsored censorship of the internet"" and ""implement technologies to challenge information rights violations"".",1
We should protect endangered species,"By some estimates, exotic species pose the second most serious threat to endangered species after habitat loss.",1
We should abolish foster care,Foster children are at increased risk for a variety of eating disorders in comparison to the general population.,1
We should banish/ban gambling,"In 1931, Nevada legalized most forms of gambling when Assembly Bill 98 was signed into law, providing a source of revenue for the state [REF].",1
We should banish/ban school uniforms,By requiring students to wear a school uniform they are less likely to have something to make fun of other students for.,1
Strong-arm/Physical education should be mandatory,"Assist educational agencies at all levels in developing high quality, innovative health and physical education programs which emphasize the importance of exercise for good health.",1
We should oppose/fight for Palestinian independence,"On January 18, 2011, Russia reiterated (first time 1988) its support and recognition of the state of Palestine [REF].",1
We should banish/ban herbal medicine,"The Seventh National Economic and Social Plan for 1992-1996 stated that ""[t]he promotion of people's health entails the efforts to develop traditional wisdom in health care, including Thai traditional medicine, herbal medicine, and traditional massage, so as to integrate it into the modern health service system.""",1
We should legitimise/legalize prostitution,"The increased safety that was intended as an outcome did not eventuate, as the authors define sex work as ""commercial sexual violence"" (They refer to Evelina Giobbe, Director of the Commercial Sexual Exploitation Resource Institute, who argues that ""prostitution is violence in and of itself"".) and state that street-based sex workers ""still suffer extreme violence on the streets"".",1
We should oppose/fight nationalism,In 1933 Stalin declared that local nationalism was the main threat to Soviet unity [REF].,1
We should protect endangered species,The Canadian Wildlife Federation implemented an Endangered Species Program to aid in the conservation of threatened species throughout Canada.,1
We should cease/end affirmative action,"The International Convention on the Elimination of All Forms of Racial Discrimination stipulates (in Article 2.2) that affirmative action programs may be required of countries that ratified the convention, in order to rectify systematic discrimination.",1
We should desert/abandon television,"According to Steven Johnson, narratively complex television shows provide viewers with a ""cognitive workout"" that can help to increase their ""..problem-solving and observational"" skills.",1
We should legitimate/legalize cannabis,"Proponents of fully decriminalizing cannabis to allow the regulated cultivation and sale of cannabis, including Law Enforcement Against Prohibition, argue that fully decriminalizing cannabis would largely decrease financial gains earned by gangs in black market cannabis sales and trafficking [REF].",1
We should subsidise/subsidize public transportation,"Of the working population, 38.2% used public transportation to get to work, and 30.6% used a private car [REF].",1
We should legitimate/legalize doping in sport,"In November 2012, in the wake of the Lance Armstrong doping scandal, he demanded that an independent anti-doping body be established.",1
We should crusade/fight urbanization,"Some scholars suggest that urbanization creates slums because local governments are unable to manage urbanization, and migrant workers without an affordable place to live in, dwell in slums [REF].",1
We should censor/ban alcoholic beverages,"In 1993 law enforcement drafted a ""Five Year Plan"" which included confiscation of dangerous costume props, restricted parking,[REF] zero tolerance for open alcohol on the street, increased ID checks to make sure alcohol consumers were at least 21, a strict noise ordinance, enforcement of drunk-in-public laws and restrictions on open kegs at parties.",1
The complimentary/free market should be protected,"The Citizens Platform strongly promotes free market forces and wants to introduce a flat 15% rate for income tax, corporation tax and VAT.",1
We should subsidise/subsidize public transportation,"The Transport Integration Act provided that the primary object of the Director of Public Transport was to ""..provide, operate and maintain the public transport system.."" [REF].",1
We should subsidise/subsidize electric cars,"The study shows that households adapted their driving around the capabilities of the electric car, and respondents said the MINI E met 90% of their daily driving needs.",1
We should cease/end daylight saving times,"After a three-year trial, more than 55% of Western Australians voted against DST in 2009, with rural areas strongly opposed [REF].",1
We should legalise/legalize prostitution,The illegal activities and problems associated with prostitution had led some to believe that there would be benefits if prostitution was legalized.,1
We should decriminalize/legalize same sex marriage,"A June 2011 Ifop poll found that 63% of respondents were in favour of same-sex marriage, while 58% supported adoption rights for same-sex couples [REF].",1
We should further tap/exploit nuclear power,"AuCoin turned accusations of undue influence back on Lonsdale, pointing out that Bend Research had received millions in federal defense contracts,[REF] and noted Lonsdale's reversal of support for nuclear power and belated opposition to the re-opening of Trojan Nuclear Power Plant [REF].",1
We should contend/fight global warming,"Global warming has a ""direct"" effect on respiratory illnesses because increased CO2 levels stimulate pollen production, which stimulates allergies.",1
We should ostracize/ban partial birth abortions,"However, Kemp was able to use the nomination to promote his opposition to Clinton's partial birth abortion ban veto [REF].",1
We should abolish personality tests,"The personality test has been condemned by the psychologist Rudy Myrvang. He called the test a recruitment tool, aimed at breaking down a person so that the Scientologists can build the test-taker back up [REF].",1
We should legalise/legalize prostitution,"Research conducted by Giobbe (1993) found similarities in the behaviour of pimps and batterers, in particular, through their use of enforced social isolation, threats, intimidation, verbal and sexual abuse, attitudes of ownership, and extreme physical violence [REF",1
Felo-de-se/Suicide should be a criminal offence,"Hobbes and Locke reject the right of individuals to take their own life. Hobbes claims in his Leviathan that natural law forbids every man ""to do, that which is destructive of his life, or take away the means of preserving the same."" Breaking this natural law is irrational and immoral",1
We should shun/ban abortions,"Many abortion-rights campaigners also note that some anti-abortion activists also oppose sex education and the ready availability of contraception, two policies which in practice increase the demand for abortion [REF]. Proponents of this argument point to cases of areas with limited sex education and contraceptive access that have high abortion rates, either legal or illegal.",1
We should legalise/legalize prostitution,"Detective Greg Harvey, from Eugene, Oregon, said such cases were in reality very common; he said, ""It's happening right now, it's amazing how many girls are shipped from here to different brothels in northern and southern Nevada. Many are underage."" Another detective, Sgt. Pete Kerns, supported Harvey's claims: ""Never buy the line that nobody under 18 works in (Nevada brothels),"" he said. ""It's happening.""[REF",1
We should further work/exploit green technology,"Biomass electricity generation increased by over 100% in Germany, Hungary, the Netherlands, Poland, and Spain",1
We should subsidise/subsidize public transportation,"The study was conducted by the City of Chicago, the Chicago Transit Authority, and other public agencies to examine the rapid transit system in downtown Chicago, and develop a plan to maximize the contributions that effective public transportation could make toward the City's economic health.",1
foresee/countering the effects of a history of discrimination,"The International Convention on the Elimination of All Forms of Racial Discrimination stipulates (in Article 2.2) that affirmative action programs may be required of countries that ratified the convention, in order to rectify systematic discrimination",1
We should further work/exploit nuclear power,Some proponents of nuclear power believe that building more nuclear power plants can reduce greenhouse emissions [REF].,1
We should legitimize/legalize prostitution,The former majority Conservative government supported the prohibition of prostitution.,1
We should legitimise/legalize the growing of coca leaf,"Critics of the effort claim[REF] that it creates hardship primarily for the coca growers, many of whom are poor and have no viable alternative way to make a living, causes environmental problems, that it is not effective in reducing the supply of cocaine, in part because cultivation can move to other areas, and that any social harm created by drug abuse is only made worse by the War on Drugs [REF].",1
We should blackball/ban whaling,The current Dutch government supports a moratorium on all whaling worldwide [REF].,1
We should abolish the two-party system,"Italy, with a multi-party system, has had years of divisive politics since 2000, although analyst Silvia Aloisi suggested in 2008 that the nation may be moving closer to a two-party arrangement [REF].",1
"shoal/school should be made to fit the child, rather than the other way around","Neill founded Summerhill with the belief that ""the function of a child is to live his own life — not the life that his anxious parents think he should live, not a life according to the purpose of an educator who thinks he knows best.""[REF][REF",1
We should further work/exploit wind power,"A 2003 survey of residents living around Scotland's 10 existing wind farms found high levels of community acceptance and strong support for wind power, with much support from those who lived closest to the wind farms.",1
We should shun/ban alcoholic beverages,One Dutch study even found that drinkers of white wine had lower risk [REF].,1
We should banish/ban trans fats usage in food,"In February 2008, Newsom, also a restaurateur, signed a measure, backed by the Golden Gate Restaurant Association, to ask San Francisco restaurants to voluntarily ban trans fats from their kitchens [REF].",1
We should cease/end affirmative action,"According to these opponents, this contradiction might make affirmative action counter-productive.",1
We should further work/exploit wind power,Wind power is affected by air temperature because colder air is more dense and therefore more effective at producing wind power.,1
We should legalise/legalize doping in sport,"Although the number of cases is low, the Basque regional governments started introducing anti-doping measures in 1997 and created the office of Official Veterinarian in 2005 to help ensure good practice.",1
We should censor/ban male infant circumcision,"Wilson suggests that circumcision reduces insemination efficiency, reducing a man's capacity for extra-pair fertilizations by impairing sperm competition.",1
We should interdict/prohibit hydraulic fracturing,"A 2004 EPA study on hydraulic fracturing in coalbed methane wells concluded that the process was safe, and didn't warrant further study, because there was ""no unequivocal evidence"" of health risks to groundwater, and the fluids were neither necessarily hazardous nor able to travel far underground [REF].",1
We should elevate/raise the retirement age,"The budget also increases the retirement age for new hires, and recalculates benefits for new hires.",1
We should censor/ban abortions,The intersection of Scientology and abortion has a controversial history which began with Scientology founder L. Ron Hubbard's discussion of abortion in his 1950 book Dianetics: The Modern Science of Mental Health. Hubbard wrote in Dianetics that abortion and attempts at abortion could cause trauma to the fetus and to the mother in both spiritual and physical ways,1
We should blackball/ban full-body scanners,"The Italian government had planned to install full-body scanners at all airport and train stations throughout the country, but announced in September 2010 plans to remove the scanners from airports, calling them ""slow and ineffective.""[REF] .",1
We should ostracize/ban alcoholic beverages,"The [[World Cancer Research Fund]] panel report ''Food, Nutrition, Physical Activity and the Prevention of Cancer: a Global Perspective'' finds the evidence ""convincing"" that alcoholic drinks increase the risk of the following cancers: mouth, pharynx and larynx, oesophagus, colorectum (men), breast (pre- and postmenopause) [REF",1
We should ostracize/ban gambling,A 2010 Australian hospital study found that 17% of suicidal patients admitted to the Alfred Hospital's emergency department were problem gamblers [REF,1
We should increase gun control,"Tritt told Insight on the News, that he is a strong supporter of Second Amendment rights and believes the answer to crime is not gun control but criminal control.",1
We should protect endangered species,The US Environmental Protection Agency sought to protect endangered species.,1
We should further work/exploit geothermal energy,"In October 2010, Sergei Shmatko, Russia's energy minister, stated that Russia and Iceland would work together to develop Kamchatka's geothermal energy sources [REF].",1
We should further work/exploit nuclear power,"One protester, Yohei Nakamura, said nuclear power is a serious problem and that anti-nuclear demonstrations were undercovered in the Japanese press because of the influence of the Tokyo Electric Power Co. He said that ""If the mass media shows anti-nuclear-power activities like demonstrations, they risk losing TEPCO as an advertiser.""",1
We should shun/ban partial birth abortions,"An ABC poll from 2003 found that 62% of respondents thought partial-birth abortion should be illegal; a similar number of respondents wanted an exception ""if it would prevent a serious threat to the woman's health"".",1
Plausive/Affirmative action is intended to promote  equal opportunity,"This executive order was superseded by Executive Order 11246, which was signed by President Lyndon B. Johnson on September 24, 1965 and affirmed the Federal Government's commitment ""to promote the full realization of equal employment opportunity through a positive, continuing program in each executive department and agency"" [REF",1
Casino/Casinos should be banned,Another complaint from other U.S. citizens is the negative effects casinos have on nearby neighborhoods.,1
We should empty/abandon social media,"While initially controversial, by 2006 it became commonly accepted that social media had an important role in public relations [REF].",1
We should increase gun control,The organization of mayors supports gun control and is especially strong on the advocacy to abolish the Tiahrt Amendment.,1
We should ostracize/ban free newspapers,"Shih hopes that through this free newspaper, young people in Hong Kong will cultivate a greater interest in the news and in the future of Hong Kong.",1
We should assume/adopt multiculturalism,"One Nation campaigned strongly against official multiculturalism, arguing that it represented ""a threat to the very basis of the Australian culture, identity and shared values"" and that there was ""no reason why migrant cultures should be maintained at the expense of our shared, national culture.""",1
We should crusade/fight urbanization,"Although comprehensive data on regional famine severity does not exist, the available evidence indicates that the severe movement restrictions, the proximity to agricultural production and the level of urbanization were crucial factors of famine mortality [REF].",1
We should scrub/cancel the Affordable Care Act,"According to Broun, ""It was the fight that Americans had been waiting and hoping for..the majority of Americans applauded our efforts and encouraged us to stand strong"",[REF] although a CBS News poll reported that 72 percent of Americans disapproved of shutting down the federal government over differences on the Affordable Care Act [REF].",1
We should present/introduce a flat tax,Jutta Urpilainen reiterated her claim that the incumbent government was furthering the establishment of a flat tax.,1
We should legitimate/legalize the growing of coca leaf,The coca eradication policy has been criticised for its negative impact on the livelihood of coca growers in South America.,1
the radical/groups are considered hostile or alien to the natural culture,"According to Fetzer, (2000) opposition to immigration is common in many countries because of issues of national, cultural or religious identity",1
